CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Timestamp,Churn
CUST3439,Male,0,Yes,No,60,No,Fiber optic,One year,Mailed check,44.39,6461.77,2025-03-17T10:58:41,Yes
CUST3440,Male,0,Yes,No,39,Yes,DSL,Month-to-month,Bank transfer,86.61,3249.15,2021-06-10T11:56:05,No
CUST3441,Female,0,No,Yes,41,No,Fiber optic,Month-to-month,Credit card,36.11,689.11,2023-11-12T02:36:34,No
CUST3442,Female,0,No,No,41,No,Fiber optic,Month-to-month,Electronic check,108.88,,2023-05-21T17:15:07,No
CUST3443,Female,0,Yes,No,2,No,DSL,Two year,Bank transfer,30.99,4621.25,2025-02-13T06:53:27,No
CUST3444,Female,0,Yes,No,20,Yes,Fiber optic,One year,Bank transfer,118.33,5922.62,2023-09-09T00:54:04,No
CUST3445,Male,0,Yes,No,52,No,No,Month-to-month,Bank transfer,107.46,7303.9,2023-02-13T12:23:20,No
CUST3446,Male,0,No,No,43,Yes,DSL,One year,Electronic check,103.97,6582.48,2024-11-18T01:01:09,Yes
CUST3447,Male,0,No,Yes,45,Yes,DSL,Month-to-month,Credit card,60.72,5606.47,2023-06-22T15:41:16,No
CUST3448,Female,0,No,Yes,36,Yes,DSL,Month-to-month,Electronic check,71.36,7789.13,2024-09-15T00:54:03,No
CUST3449,Male,0,Yes,No,37,No,DSL,One year,Mailed check,65.64,4117.77,2024-10-04T14:40:59,No
CUST3450,Male,0,Yes,No,37,Yes,Fiber optic,One year,Mailed check,118.74,5302.17,2023-07-30T01:30:39,No
CUST3451,Female,0,No,Yes,10,No,DSL,One year,Bank transfer,23.48,1330.68,2025-05-17T03:44:28,No
CUST3452,Female,0,No,Yes,44,No,No,One year,Mailed check,58.17,4383.44,2020-03-09T07:43:11,No
CUST3453,Male,0,No,Yes,63,Yes,Fiber optic,Month-to-month,Electronic check,116.84,7448.15,2021-03-26T15:38:03,No
CUST3454,Male,1,Yes,No,43,No,Fiber optic,One year,Mailed check,56.94,1247.04,2024-01-02T19:22:34,No
CUST3455,Male,1,No,No,61,Yes,DSL,Two year,Mailed check,59.84,592.84,2024-05-21T02:07:04,Yes
CUST3456,Male,0,No,Yes,60,Yes,Fiber optic,Month-to-month,Credit card,83.13,7794.23,2023-06-05T18:07:46,No
CUST3457,Male,0,Yes,Yes,11,Yes,Fiber optic,Two year,Electronic check,110.73,,2023-10-03T21:41:37,No
CUST3458,Male,0,No,Yes,8,Yes,Fiber optic,Month-to-month,Mailed check,49.45,5688.62,2023-04-03T09:52:19,No
CUST3459,Female,0,No,No,66,No,DSL,Month-to-month,Electronic check,114.76,7891.19,2024-12-06T14:41:06,Yes
CUST3460,Female,0,No,No,1,Yes,No,Two year,Mailed check,48.26,4031.0,2024-12-02T21:20:53,Yes
CUST3461,Female,0,No,No,7,No,DSL,Month-to-month,Credit card,101.54,3350.88,2022-06-24T09:52:18,Yes
CUST3462,Male,1,Yes,Yes,42,No,No,Two year,Mailed check,47.58,7575.76,2024-04-22T16:58:21,No
CUST3463,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Bank transfer,27.3,5030.77,2023-12-06T08:04:09,Yes
CUST3464,Male,0,Yes,Yes,51,No,No,One year,Credit card,101.23,7062.03,2021-08-25T12:22:39,No
CUST3465,Male,0,No,Yes,38,Yes,DSL,Month-to-month,Mailed check,65.01,6881.79,2022-04-07T05:26:33,No
CUST3466,Female,0,Yes,Yes,30,Yes,DSL,Two year,Bank transfer,59.07,5175.43,2022-07-19T19:41:29,No
CUST3467,Male,0,No,No,13,Yes,DSL,One year,Mailed check,62.99,7480.47,2021-01-18T14:51:39,No
CUST3468,Male,0,No,No,63,No,Fiber optic,One year,Bank transfer,81.16,6503.57,2025-06-13T21:09:38,No
CUST3469,Female,0,Yes,No,43,Yes,No,One year,Credit card,46.27,3355.57,2020-05-04T05:10:12,No
CUST3470,Female,0,No,No,59,No,DSL,One year,Mailed check,43.73,2213.75,2024-08-05T03:21:33,No
CUST3471,Female,0,No,No,1,Yes,DSL,Month-to-month,Electronic check,68.34,6287.42,2023-05-12T09:13:03,Yes
CUST3472,Male,1,Yes,No,31,No,DSL,Two year,Mailed check,23.56,7998.15,2024-06-19T21:10:16,No
CUST3473,Female,0,No,Yes,35,Yes,Fiber optic,One year,Electronic check,84.28,3293.52,2022-07-24T07:28:55,No
CUST3474,Female,0,No,Yes,54,No,DSL,Two year,Credit card,102.28,3217.48,2020-11-04T11:23:59,No
CUST3475,Male,0,No,No,62,Yes,Fiber optic,Two year,Electronic check,92.74,858.96,2020-07-29T14:01:03,Yes
CUST3476,Female,0,No,No,68,No,Fiber optic,One year,Bank transfer,66.93,2880.46,2020-12-14T14:13:34,No
CUST3477,Female,0,No,No,39,Yes,DSL,Two year,Electronic check,76.54,2518.78,2020-10-19T14:40:23,No
CUST3478,Female,1,Yes,Yes,23,No,Fiber optic,Two year,Credit card,22.62,2665.43,2021-05-03T02:30:38,Yes
CUST3479,Male,0,Yes,No,57,Yes,Fiber optic,Two year,Credit card,111.24,6082.09,2025-03-19T18:43:32,No
CUST3480,Male,0,No,Yes,27,No,DSL,Two year,Electronic check,75.81,3287.6,2024-08-16T23:48:48,No
CUST3481,Male,0,No,No,61,Yes,DSL,Month-to-month,Bank transfer,51.64,6946.77,2021-10-22T11:28:19,Yes
CUST3482,Male,0,Yes,Yes,24,Yes,No,Month-to-month,Credit card,49.36,5760.16,2021-01-25T05:15:50,No
CUST3483,Female,0,Yes,Yes,6,Yes,DSL,Month-to-month,Mailed check,85.97,560.43,2022-07-30T04:49:49,No
CUST3484,Male,0,Yes,No,37,No,No,Two year,Credit card,78.43,1000.96,2025-04-15T02:24:04,No
CUST3485,Male,0,Yes,Yes,70,No,No,Month-to-month,Mailed check,38.78,3152.28,2021-05-07T04:18:15,No
CUST3486,Female,0,Yes,Yes,44,Yes,No,One year,Electronic check,60.99,6989.8,2020-04-17T06:40:47,Yes
CUST3487,Female,1,Yes,Yes,31,No,DSL,Two year,Bank transfer,87.62,635.37,2023-08-19T06:03:10,No
CUST3488,Female,0,No,Yes,31,Yes,No,Month-to-month,Mailed check,49.77,4589.65,2021-01-17T21:43:44,No
CUST3489,Male,0,No,No,0,Yes,No,Month-to-month,Bank transfer,70.93,4337.81,2024-11-26T21:09:54,No
CUST3490,Male,0,No,Yes,44,Yes,No,Two year,Bank transfer,45.49,381.18,2021-05-06T21:24:00,No
CUST3491,Male,0,No,Yes,63,No,DSL,Two year,Electronic check,27.17,2198.11,2022-10-26T07:01:04,No
CUST3492,Female,0,No,Yes,67,Yes,DSL,Two year,Credit card,58.82,7024.99,2020-04-26T07:07:34,Yes
CUST3493,Female,0,Yes,No,6,No,DSL,One year,Credit card,93.21,1253.78,2023-02-15T07:26:18,Yes
CUST3494,Male,1,Yes,No,37,No,DSL,Month-to-month,Credit card,41.39,315.99,2024-09-12T12:20:26,Yes
CUST3495,Female,0,Yes,Yes,69,Yes,Fiber optic,One year,Bank transfer,95.45,3729.14,2024-10-03T05:21:44,No
CUST3496,Female,0,Yes,No,52,No,DSL,Month-to-month,Credit card,86.95,5854.89,2022-04-01T23:56:15,Yes
CUST3497,Female,1,Yes,No,29,No,No,Two year,Credit card,70.74,1520.48,2020-12-02T13:18:38,Yes
CUST3498,Male,0,Yes,No,21,No,,Month-to-month,,,2348.19,2024-11-25T05:35:13,No
CUST3499,Female,0,No,No,57,Yes,Fiber optic,Two year,Credit card,108.34,4380.45,2020-01-21T08:34:42,Yes
CUST3500,Female,0,No,No,54,Yes,Fiber optic,Month-to-month,Bank transfer,76.32,5700.73,2024-04-09T17:39:23,Yes
CUST3501,Male,0,Yes,No,45,No,Fiber optic,One year,Electronic check,75.78,6597.17,2024-02-12T03:46:24,No
CUST3502,Male,0,No,No,25,No,DSL,Month-to-month,Credit card,47.78,834.35,2022-02-05T20:42:41,Yes
CUST3503,Female,0,Yes,Yes,63,Yes,Fiber optic,Two year,Mailed check,112.02,1561.54,2023-07-07T03:45:04,No
CUST3504,Female,0,No,Yes,8,Yes,Fiber optic,One year,Credit card,109.59,1553.42,2025-04-11T16:13:18,No
CUST3505,Male,1,Yes,Yes,14,No,Fiber optic,One year,Bank transfer,94.21,5859.02,2022-07-02T12:36:24,Yes
CUST3506,Male,0,Yes,No,18,Yes,DSL,Month-to-month,Electronic check,32.79,7536.24,2024-11-09T03:21:38,No
CUST3507,Female,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Credit card,90.36,6637.38,2024-12-07T17:37:46,No
CUST3508,Female,0,Yes,No,24,No,Fiber optic,One year,Mailed check,45.31,2006.19,2020-10-24T22:06:03,No
CUST3509,Female,1,No,No,50,Yes,No,Month-to-month,Credit card,38.88,3636.28,2025-07-16T13:11:41,No
CUST3510,Female,0,No,Yes,45,No,No,Two year,Electronic check,95.92,4042.26,2021-04-20T13:39:55,No
CUST3511,Male,1,Yes,Yes,6,No,No,Two year,Electronic check,115.97,1336.45,2025-01-15T14:29:38,No
CUST3512,Female,0,Yes,Yes,33,No,Fiber optic,Month-to-month,Electronic check,30.89,2701.44,2022-07-16T11:18:31,No
CUST3513,Female,0,Yes,Yes,57,No,No,One year,Electronic check,36.4,4000.79,2023-06-24T22:00:20,No
CUST3514,Male,0,No,No,22,Yes,DSL,Month-to-month,Electronic check,41.92,1869.56,2024-03-06T11:42:22,No
CUST3515,Female,0,No,Yes,22,Yes,No,One year,Bank transfer,116.29,3191.37,2020-05-26T11:54:44,No
CUST3516,Male,0,Yes,Yes,16,Yes,DSL,One year,Mailed check,89.64,3306.1,2024-05-07T04:47:46,No
CUST3517,Female,0,Yes,No,12,Yes,No,Two year,Mailed check,87.83,1383.31,2025-06-13T07:44:01,No
CUST3518,Female,0,Yes,No,26,No,No,Month-to-month,Mailed check,70.5,3336.81,2022-04-17T00:45:44,No
CUST3519,Male,0,Yes,No,65,Yes,No,One year,Bank transfer,73.76,,2024-07-18T08:48:53,No
CUST3520,Male,0,Yes,No,29,No,DSL,One year,Electronic check,49.02,6957.14,2021-09-21T22:27:21,No
CUST3521,Female,0,Yes,No,3,No,DSL,One year,Credit card,35.45,7074.47,2025-07-04T15:40:13,Yes
CUST3522,Female,0,Yes,Yes,66,No,No,One year,Bank transfer,98.03,7750.96,2020-02-14T20:40:40,No
CUST3523,Female,0,No,Yes,13,Yes,DSL,Two year,Electronic check,67.07,5054.59,2021-12-04T23:40:32,Yes
CUST3524,Male,0,No,No,10,No,No,Two year,Bank transfer,45.6,7803.17,2025-05-10T19:08:51,Yes
CUST3525,Female,0,Yes,Yes,39,No,Fiber optic,Two year,Credit card,83.28,154.42,2020-03-12T18:43:43,No
CUST3526,Male,0,Yes,No,2,Yes,Fiber optic,Two year,Credit card,40.95,6872.05,2020-08-21T03:01:01,No
CUST3527,Male,0,No,Yes,0,No,Fiber optic,Two year,Mailed check,68.88,6394.33,2022-02-02T03:34:57,No
CUST3528,Female,0,Yes,Yes,8,Yes,DSL,Month-to-month,Bank transfer,39.02,7117.71,2022-10-06T06:12:02,No
CUST3529,Male,0,No,Yes,0,Yes,Fiber optic,Month-to-month,Credit card,95.97,6637.25,2022-10-29T00:04:02,Yes
CUST3530,Female,0,No,Yes,15,No,No,Two year,Electronic check,52.08,3882.4,2020-01-31T00:28:34,Yes
CUST3531,Female,0,Yes,Yes,71,No,No,One year,Mailed check,64.17,7403.75,2022-08-04T07:34:12,Yes
CUST3532,Female,0,No,No,45,Yes,DSL,One year,Credit card,95.49,6886.74,2023-12-29T08:59:24,No
CUST3533,Female,0,No,Yes,9,Yes,No,Month-to-month,Mailed check,85.96,4675.78,2021-11-19T01:01:52,No
CUST3534,Female,0,Yes,Yes,32,No,Fiber optic,Month-to-month,Electronic check,59.97,1618.51,2021-03-09T15:50:08,No
CUST3535,Male,0,Yes,Yes,40,No,No,Month-to-month,Electronic check,27.1,6352.13,2020-05-12T13:00:20,Yes
CUST3536,Male,0,No,Yes,50,No,DSL,Two year,Bank transfer,112.16,7182.18,2020-02-29T13:40:41,Yes
CUST3537,Female,0,Yes,No,21,No,No,One year,Electronic check,20.79,996.84,2022-03-09T21:30:02,Yes
CUST3538,Female,0,No,No,15,No,No,One year,Electronic check,93.46,1891.18,2020-11-19T08:07:46,No
CUST3539,Male,0,No,No,61,No,Fiber optic,Month-to-month,Electronic check,114.54,6505.16,2024-03-01T15:41:01,Yes
CUST3540,Male,0,No,Yes,52,No,DSL,Month-to-month,Mailed check,50.67,7572.97,2025-06-04T23:19:57,Yes
CUST3541,Male,0,No,No,13,No,Fiber optic,Month-to-month,Electronic check,27.54,2343.68,2023-08-23T11:52:46,No
CUST3542,Male,0,No,No,58,No,No,Month-to-month,Mailed check,44.95,708.6,2021-06-13T20:01:20,No
CUST3543,Female,1,No,No,25,No,DSL,Two year,Credit card,51.34,4853.84,2024-04-26T15:22:04,No
CUST3544,Female,0,Yes,No,43,Yes,No,One year,Credit card,65.13,7572.35,2021-07-25T02:20:24,No
CUST3545,Male,0,Yes,Yes,19,Yes,,Two year,,,1333.84,2021-06-29T23:24:46,No
CUST3546,Female,0,Yes,Yes,4,Yes,Fiber optic,One year,Mailed check,92.53,888.93,2024-09-17T21:58:08,No
CUST3547,Male,0,Yes,Yes,64,Yes,No,Two year,Electronic check,110.09,1007.67,2020-12-16T22:08:16,No
CUST3548,Female,0,No,Yes,10,No,DSL,One year,Electronic check,66.48,3254.36,2021-07-09T22:35:14,Yes
CUST3549,Male,0,No,No,46,Yes,DSL,Two year,Mailed check,94.63,2352.71,2025-01-20T11:21:27,No
CUST3550,Female,1,No,Yes,9,No,Fiber optic,One year,Bank transfer,32.72,7612.01,2023-04-21T11:22:47,Yes
CUST3551,Male,0,No,Yes,60,No,Fiber optic,Two year,Bank transfer,52.88,,2022-06-16T00:11:34,No
CUST3552,Male,0,No,Yes,44,No,DSL,One year,Bank transfer,31.81,1867.24,2022-06-09T16:07:47,No
CUST3553,Female,0,Yes,No,46,No,Fiber optic,Month-to-month,Credit card,89.17,3867.21,2020-06-30T09:26:20,No
CUST3554,Male,0,Yes,No,33,No,No,One year,Electronic check,110.76,7079.45,2024-07-02T11:41:06,No
CUST3555,Female,0,Yes,No,12,Yes,DSL,One year,Mailed check,108.91,5243.13,2023-07-09T21:38:12,No
CUST3556,Female,0,No,Yes,22,Yes,Fiber optic,Two year,Credit card,52.64,396.97,2023-08-25T18:25:56,No
CUST3557,Male,0,No,Yes,35,Yes,DSL,Month-to-month,Credit card,43.42,5984.89,2022-07-12T15:19:25,No
CUST3558,Female,0,Yes,Yes,62,No,No,Two year,Electronic check,47.41,,2025-02-02T10:44:47,No
CUST3559,Female,0,No,Yes,46,Yes,Fiber optic,One year,Mailed check,48.73,5462.78,2022-08-10T11:01:33,No
CUST3560,Female,0,No,No,65,Yes,DSL,One year,Bank transfer,28.22,6810.86,2024-10-07T11:32:21,No
CUST3561,Female,0,Yes,Yes,13,No,No,One year,Electronic check,33.33,2741.72,2024-02-03T02:24:59,No
CUST3562,Female,0,No,No,52,No,Fiber optic,One year,Credit card,41.45,2390.77,2022-02-07T17:39:00,No
CUST3563,Male,0,Yes,No,65,Yes,DSL,Two year,Credit card,20.82,3859.56,2022-10-09T13:17:37,No
CUST3564,Female,0,Yes,Yes,48,No,No,Month-to-month,Credit card,24.72,2842.89,2021-07-08T19:36:30,No
CUST3565,Female,1,Yes,No,15,No,No,One year,Credit card,89.86,3073.46,2022-07-26T09:44:51,No
CUST3566,Female,1,Yes,Yes,67,Yes,No,Two year,Bank transfer,81.93,2833.18,2021-03-18T01:58:26,No
CUST3567,Female,0,No,Yes,42,Yes,No,Two year,Mailed check,114.54,4553.56,2023-05-15T15:31:08,No
CUST3568,Female,0,No,Yes,64,No,No,Two year,Bank transfer,60.18,375.67,2021-03-28T01:40:45,No
CUST3569,Male,0,No,Yes,8,No,Fiber optic,Two year,Credit card,64.43,7609.21,2023-01-21T05:42:05,No
CUST3570,Female,0,Yes,No,20,Yes,No,Two year,Mailed check,26.77,6276.04,2025-08-17T00:32:18,Yes
CUST3571,Male,0,No,No,42,Yes,Fiber optic,One year,Electronic check,35.23,1994.05,2025-02-20T14:16:06,No
CUST3572,Male,0,Yes,Yes,65,Yes,Fiber optic,One year,Electronic check,89.16,2159.67,2023-08-07T09:00:35,No
CUST3573,Male,0,No,No,3,No,DSL,Month-to-month,Bank transfer,43.5,4990.53,2022-01-25T08:58:19,No
CUST3574,Male,0,No,No,6,Yes,DSL,Month-to-month,Electronic check,97.33,369.86,2023-08-15T08:37:32,Yes
CUST3575,Female,0,Yes,No,57,Yes,Fiber optic,Month-to-month,Credit card,90.57,6991.09,2021-03-24T00:31:46,No
CUST3576,Male,0,No,Yes,3,Yes,No,Month-to-month,Mailed check,94.73,3928.59,2025-02-18T11:53:01,No
CUST3577,Male,0,Yes,Yes,19,No,No,Two year,Mailed check,89.06,5639.23,2024-08-13T15:39:22,Yes
CUST3578,Female,1,Yes,Yes,34,No,Fiber optic,Two year,Bank transfer,90.77,5621.25,2024-02-23T14:36:39,No
CUST3579,Female,0,No,No,58,Yes,No,Two year,Mailed check,74.68,1083.5,2025-06-21T09:40:34,Yes
CUST3580,Female,0,No,Yes,44,No,Fiber optic,Two year,Electronic check,87.82,7987.37,2023-01-29T15:01:33,No
CUST3581,Male,0,No,Yes,13,Yes,DSL,Two year,Bank transfer,72.62,462.65,2020-12-26T13:11:36,No
CUST3582,Female,0,No,Yes,21,Yes,No,Two year,Credit card,40.61,7496.97,2025-04-24T22:55:33,No
CUST3583,Female,0,Yes,Yes,47,Yes,No,Two year,Bank transfer,41.76,5427.4,2022-04-29T02:41:43,No
CUST3584,Male,0,Yes,Yes,29,No,No,Two year,Electronic check,60.53,5347.16,2025-05-15T13:05:02,No
CUST3585,Female,0,No,Yes,28,Yes,DSL,Month-to-month,Electronic check,21.39,2628.37,2022-12-15T08:53:38,No
CUST3586,Female,0,No,No,35,No,No,One year,Electronic check,108.93,5603.08,2021-09-03T07:31:33,No
CUST3587,Female,0,No,Yes,41,No,Fiber optic,Month-to-month,Bank transfer,46.83,1364.63,2024-08-05T08:51:01,No
CUST3588,Female,0,Yes,No,28,Yes,No,Two year,Bank transfer,25.15,3832.44,2024-05-03T18:19:06,Yes
CUST3589,Male,0,No,Yes,6,No,Fiber optic,Two year,Mailed check,62.44,1642.96,2024-10-25T22:00:27,No
CUST3590,Female,0,Yes,No,31,Yes,No,Two year,Bank transfer,101.56,3863.08,2023-05-21T20:14:02,No
CUST3591,Female,0,No,No,12,Yes,Fiber optic,One year,Credit card,59.74,2144.54,2024-09-26T22:37:32,No
CUST3592,Male,0,No,No,12,Yes,,Two year,,,2114.39,2021-07-26T02:07:54,No
CUST3593,Female,1,Yes,Yes,53,Yes,No,Two year,Mailed check,74.49,499.03,2023-12-21T08:59:30,No
CUST3594,Male,0,Yes,Yes,13,No,DSL,Month-to-month,Credit card,77.44,2284.94,2023-05-20T14:46:28,No
CUST3595,Female,1,No,No,5,Yes,DSL,Month-to-month,Credit card,95.92,2498.19,2023-08-16T09:10:57,No
CUST3596,Male,0,Yes,No,15,Yes,No,Two year,Bank transfer,99.98,7884.34,2023-09-08T10:58:15,Yes
CUST3597,Male,0,Yes,Yes,40,Yes,No,One year,Mailed check,90.62,3427.98,2021-01-17T01:50:39,No
CUST3598,Male,1,No,Yes,51,Yes,Fiber optic,One year,Mailed check,20.45,5364.37,2021-10-29T19:10:53,No
CUST3599,Male,0,Yes,Yes,15,No,No,Month-to-month,Credit card,20.21,2924.05,2021-11-15T00:04:30,No
CUST3600,Female,0,Yes,No,4,No,No,Month-to-month,Credit card,117.74,6492.51,2021-02-12T20:37:53,Yes
CUST3601,Male,0,No,No,23,Yes,Fiber optic,One year,Mailed check,46.42,7079.05,2020-07-23T07:05:29,No
CUST3602,Female,0,No,No,42,No,Fiber optic,Month-to-month,Electronic check,48.24,1027.45,2021-04-10T13:06:42,No
CUST3603,Male,1,Yes,No,64,Yes,No,Two year,Electronic check,93.22,6162.87,2025-08-22T08:26:35,No
CUST3604,Male,0,No,No,9,Yes,No,Two year,Bank transfer,78.16,,2022-12-08T08:26:45,No
CUST3605,Male,0,Yes,Yes,58,Yes,No,Two year,Mailed check,66.36,4769.92,2024-06-13T12:21:47,No
CUST3606,Female,0,Yes,No,34,No,DSL,Two year,Credit card,31.64,228.2,2024-11-09T18:51:10,No
CUST3607,Male,0,Yes,No,30,Yes,DSL,Month-to-month,Electronic check,28.15,5567.35,2022-10-11T21:36:13,No
CUST3608,Female,0,No,Yes,10,No,No,Two year,Credit card,90.36,,2022-04-19T13:02:10,No
CUST3609,Female,0,Yes,Yes,8,No,Fiber optic,Two year,Credit card,32.46,598.44,2021-06-21T16:47:52,No
CUST3610,Female,0,Yes,Yes,65,Yes,No,Two year,Mailed check,63.58,121.5,2022-04-29T18:00:16,No
CUST3611,Female,0,Yes,No,43,No,No,Two year,Credit card,93.61,,2021-03-03T16:29:22,No
CUST3612,Female,1,No,Yes,15,Yes,DSL,One year,Mailed check,112.32,1973.47,2020-10-06T06:22:41,No
CUST3613,Female,0,No,No,47,No,No,Two year,Credit card,107.36,7776.92,2020-08-23T11:30:50,No
CUST3614,Female,0,No,Yes,52,No,No,Month-to-month,Electronic check,106.4,4807.49,2021-12-31T13:27:12,No
CUST3615,Female,0,Yes,No,64,No,DSL,Two year,Mailed check,55.85,4034.52,2022-10-09T22:34:47,No
CUST3616,Female,0,Yes,No,47,No,DSL,One year,Credit card,112.72,4588.39,2023-05-06T03:08:17,Yes
CUST3617,Male,0,No,Yes,69,Yes,Fiber optic,Two year,Bank transfer,88.37,723.69,2023-11-18T20:05:57,No
CUST3618,Male,1,Yes,No,45,Yes,Fiber optic,Month-to-month,Bank transfer,108.65,4419.46,2022-07-01T19:06:59,No
CUST3619,Male,0,Yes,Yes,32,Yes,Fiber optic,Month-to-month,Bank transfer,28.89,1007.68,2022-09-23T08:18:48,No
CUST3620,Male,1,Yes,No,51,Yes,No,One year,Bank transfer,23.96,5040.89,2025-02-03T14:29:09,No
CUST3621,Male,0,Yes,No,54,Yes,Fiber optic,Month-to-month,Electronic check,62.96,2797.4,2023-09-02T01:36:41,Yes
CUST3622,Female,0,No,No,50,Yes,DSL,Month-to-month,Electronic check,102.8,7768.64,2024-03-23T17:41:08,No
CUST3623,Female,0,No,Yes,39,Yes,Fiber optic,Month-to-month,Bank transfer,60.85,1013.91,2022-12-06T15:52:27,No
CUST3624,Female,0,No,No,24,No,No,One year,Credit card,108.46,735.13,2022-12-01T07:17:24,Yes
CUST3625,Female,0,Yes,Yes,62,No,No,One year,Electronic check,43.48,2928.26,2024-03-26T15:32:02,No
CUST3626,Female,1,Yes,No,21,Yes,Fiber optic,One year,Bank transfer,23.93,4763.5,2021-07-19T03:33:01,No
CUST3627,Female,0,No,No,37,Yes,,One year,,,2383.71,2024-07-16T14:15:17,Yes
CUST3628,Female,1,No,Yes,8,No,No,One year,Electronic check,82.62,123.08,2022-09-19T04:49:01,No
CUST3629,Male,0,No,Yes,36,No,No,One year,Credit card,64.01,4194.68,2023-10-27T01:42:59,Yes
CUST3630,Male,0,Yes,No,4,Yes,Fiber optic,One year,Credit card,104.53,7780.96,2025-06-21T11:29:03,Yes
CUST3631,Male,0,No,No,21,Yes,No,One year,Mailed check,102.42,5932.84,2020-07-08T16:05:44,No
CUST3632,Male,0,Yes,No,11,No,Fiber optic,One year,Credit card,52.45,464.7,2022-11-14T11:25:14,No
CUST3633,Female,1,No,No,59,No,Fiber optic,Two year,Bank transfer,103.8,5414.9,2025-01-28T05:36:43,No
CUST3634,Female,0,Yes,No,43,No,No,One year,Mailed check,54.52,6021.95,2022-11-24T13:03:24,Yes
CUST3635,Female,0,Yes,No,21,No,Fiber optic,Two year,Bank transfer,82.19,5017.3,2024-05-11T09:14:50,Yes
CUST3636,Male,0,No,Yes,5,No,Fiber optic,One year,Credit card,39.25,157.3,2023-05-01T18:32:43,No
CUST3637,Female,0,Yes,No,26,Yes,No,One year,Credit card,46.42,656.58,2020-08-06T03:43:03,No
CUST3638,Female,0,Yes,Yes,54,No,No,One year,Electronic check,64.79,106.71,2020-05-29T03:56:17,Yes
CUST3639,Female,0,No,No,14,Yes,Fiber optic,Two year,Bank transfer,51.46,6548.94,2020-12-28T03:53:15,No
CUST3640,Male,0,No,No,63,No,DSL,Two year,Mailed check,32.91,3161.95,2024-07-22T01:06:48,No
CUST3641,Female,0,No,Yes,16,Yes,DSL,One year,Credit card,68.23,2867.66,2020-12-31T10:17:28,No
CUST3642,Male,0,Yes,No,2,Yes,DSL,One year,Mailed check,71.14,4549.2,2023-03-26T23:55:40,No
CUST3643,Male,0,Yes,No,9,Yes,DSL,Two year,Credit card,35.87,5788.53,2020-05-21T19:54:12,No
CUST3644,Male,0,No,Yes,62,Yes,Fiber optic,One year,Credit card,37.43,1031.9,2020-02-03T13:40:27,No
CUST3645,Male,0,No,No,62,Yes,No,One year,Electronic check,22.93,3103.67,2020-12-31T23:11:17,Yes
CUST3646,Female,0,Yes,Yes,61,No,DSL,Two year,Mailed check,23.04,503.63,2024-01-01T23:48:37,No
CUST3647,Male,0,No,No,8,Yes,No,Two year,Credit card,55.86,3020.04,2022-02-12T02:08:37,No
CUST3648,Male,0,No,No,23,No,DSL,Two year,Credit card,34.67,5991.98,2024-10-08T15:25:35,No
CUST3649,Female,0,Yes,Yes,31,Yes,DSL,One year,Electronic check,111.91,1084.64,2024-10-09T12:35:32,No
CUST3650,Female,0,Yes,Yes,2,No,DSL,Two year,Credit card,39.94,5014.38,2025-02-12T21:59:35,Yes
CUST3651,Male,0,No,No,32,Yes,No,One year,Electronic check,26.6,7603.61,2021-01-22T13:27:44,No
CUST3652,Female,0,Yes,Yes,42,Yes,No,Month-to-month,Electronic check,60.42,1139.1,2020-05-15T02:53:29,No
CUST3653,Male,0,Yes,Yes,11,No,DSL,Month-to-month,Electronic check,39.25,137.51,2024-08-25T21:28:16,No
CUST3654,Male,0,No,Yes,31,No,No,One year,Credit card,26.18,4687.58,2024-04-24T03:06:04,Yes
CUST3655,Male,0,No,No,19,No,DSL,One year,Electronic check,95.27,5340.17,2022-08-22T10:12:11,Yes
CUST3656,Male,0,No,Yes,66,No,Fiber optic,Two year,Mailed check,75.71,4474.91,2021-11-13T13:49:47,No
CUST3657,Female,0,Yes,Yes,67,No,No,One year,Mailed check,25.7,2875.33,2021-05-02T01:01:05,No
CUST3658,Male,0,No,Yes,16,Yes,DSL,One year,Mailed check,66.8,6589.69,2021-08-11T17:21:56,No
CUST3659,Female,0,Yes,Yes,18,Yes,Fiber optic,Two year,Mailed check,23.88,,2021-07-11T17:42:43,No
CUST3660,Female,0,No,Yes,3,Yes,Fiber optic,One year,Electronic check,55.43,233.49,2023-04-23T20:56:44,No
CUST3661,Female,0,Yes,No,16,No,DSL,Month-to-month,Bank transfer,56.33,2673.83,2023-08-20T21:22:04,No
CUST3662,Female,0,Yes,No,63,Yes,Fiber optic,One year,Credit card,102.3,5785.3,2023-09-15T23:49:58,No
CUST3663,Male,0,No,No,21,No,Fiber optic,Two year,Credit card,93.53,5688.87,2022-01-08T06:18:16,No
CUST3664,Female,0,Yes,No,65,Yes,DSL,One year,Bank transfer,109.69,4080.99,2021-10-11T16:52:40,No
CUST3665,Male,0,No,No,41,No,Fiber optic,One year,Bank transfer,34.05,1981.21,2025-03-24T05:06:41,No
CUST3666,Female,0,No,Yes,44,No,Fiber optic,One year,Credit card,73.38,6574.22,2021-10-12T14:28:43,No
CUST3667,Female,0,Yes,Yes,10,Yes,DSL,Month-to-month,Credit card,22.02,3928.9,2023-01-10T23:34:38,No
